ATS,COD_ENTE,DENOM_ENTE,COD_STRUTTURA,COD_SUB,MAX LIVELLO EMERGENZA,DENOM_STRUTTURA,COD_TIPO_STR,DESCR_TIPO_STR,DATA_APERTURA,DATA_CHIUSURA,INDIRIZZO,CAP,CODICE COMUNE STRUTTURA RICOVERO,LOCALITA,TELEFONO,FAX,E-MAIL STRUTTURA RICOVERO,SITO_WEB,LIV_EMERG,PRONTO SOCCORSO,PS_PEDIATRICO,PUNTO PRIMO INTERVENTO,TIPO LIVELLO EMERGENZA
322,322,ATS DELL'INSUBRIA,030388,00,,IST. RIV. E CURA-GRUPPO ISENI SANITA',52,CASA DI CURA ACCREDITATA NON A CONTRATTO,16/11/2009,,"VIA F. FILZI, 3",21015,012090,LONATE POZZOLO,0331660185,0331660493,affarilegali@gruppoisenisanita.it,www.clinica.it,Senza livello emergenza,,,,
322,322,ATS DELL'INSUBRIA,030388,00,,IST. RIV. E CURA-GRUPPO ISENI SANITA',52,CASA DI CURA ACCREDITATA NON A CONTRATTO,16/11/2009,,"VIA F. FILZI, 3",21015,012090,LONATE POZZOLO,0331660185,0331660493,affarilegali@gruppoisenisanita.it,www.clinica.it,Senza livello emergenza,,,,
322,322,ATS DELL'INSUBRIA,030388,00,,IST. RIV. E CURA-GRUPPO ISENI SANITA',52,CASA DI CURA ACCREDITATA NON A CONTRATTO,16/11/2009,,"VIA F. FILZI, 3",21015,012090,LONATE POZZOLO,0331660185,0331660493,affarilegali@gruppoisenisanita.it,www.clinica.it,Senza livello emergenza,,,,
322,322,ATS DELL'INSUBRIA,030388,00,,IST. RIV. E CURA-GRUPPO ISENI SANITA',52,CASA DI CURA ACCREDITATA NON A CONTRATTO,16/11/2009,,"VIA F. FILZI, 3",21015,012090,LONATE POZZOLO,0331660185,0331660493,affarilegali@gruppoisenisanita.it,www.clinica.it,Senza livello emergenza,,,,
322,322,ATS DELL'INSUBRIA,030388,00,,IST. RIV. E CURA-GRUPPO ISENI SANITA',52,CASA DI CURA ACCREDITATA NON A CONTRATTO,16/11/2009,,"VIA F. FILZI, 3",21015,012090,LONATE POZZOLO,0331660185,0331660493,affarilegali@gruppoisenisanita.it,www.clinica.it,Senza livello emergenza,,,,
322,322,ATS DELL'INSUBRIA,030388,00,,IST. RIV. E CURA-GRUPPO ISENI SANITA',52,CASA DI CURA ACCREDITATA NON A CONTRATTO,16/11/2009,,"VIA F. FILZI, 3",21015,012090,LONATE POZZOLO,0331660185,0331660493,affarilegali@gruppoisenisanita.it,www.clinica.it,Senza livello emergenza,,,,
322,322,ATS DELL'INSUBRIA,030388,00,,IST. RIV. E CURA-GRUPPO ISENI SANITA',52,CASA DI CURA ACCREDITATA NON A CONTRATTO,16/11/2009,,"VIA F. FILZI, 3",21015,012090,LONATE POZZOLO,0331660185,0331660493,affarilegali@gruppoisenisanita.it,www.clinica.it,Senza livello emergenza,,,,
322,322,ATS DELL'INSUBRIA,030388,00,,IST. RIV. E CURA-GRUPPO ISENI SANITA',52,CASA DI CURA ACCREDITATA NON A CONTRATTO,16/11/2009,,"VIA F. FILZI, 3",21015,012090,LONATE POZZOLO,0331660185,0331660493,affarilegali@gruppoisenisanita.it,www.clinica.it,Senza livello emergenza,,,,
322,322,ATS DELL'INSUBRIA,030388,00,,IST. RIV. E CURA-GRUPPO ISENI SANITA',52,CASA DI CURA ACCREDITATA NON A CONTRATTO,16/11/2009,,"VIA F. FILZI, 3",21015,012090,LONATE POZZOLO,0331660185,0331660493,affarilegali@gruppoisenisanita.it,www.clinica.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedp@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedp@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedp@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedp@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedp@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedp@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedp@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedp@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedp@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedp@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedp@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
321,706,ASST RHODENSE,030283,00,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/07/1996,,VIA SETTEMBRINI 1,20017,015182,RHO,02  994301,,dirmedp@asst-rhodense.it,www.asst-rhodense.it,Senza livello emergenza,,,,
325,325,ATS DI BERGAMO,030145,00,,CLINICA  CASTELLI - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/11/1933,,VIA MAZZINI 11,24128,016024,BERGAMO,035 283111,035 247792,info@clinicacastelli.it,www.clinicacastelli.it,Senza livello emergenza,,,,
325,325,ATS DI BERGAMO,030145,00,,CLINICA  CASTELLI - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/11/1933,,VIA MAZZINI 11,24128,016024,BERGAMO,035 283111,035 247792,info@clinicacastelli.it,www.clinicacastelli.it,Senza livello emergenza,,,,
325,325,ATS DI BERGAMO,030145,00,,CLINICA  CASTELLI - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/11/1933,,VIA MAZZINI 11,24128,016024,BERGAMO,035 283111,035 247792,info@clinicacastelli.it,www.clinicacastelli.it,Senza livello emergenza,,,,
325,325,ATS DI BERGAMO,030145,00,,CLINICA  CASTELLI - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/11/1933,,VIA MAZZINI 11,24128,016024,BERGAMO,035 283111,035 247792,info@clinicacastelli.it,www.clinicacastelli.it,Senza livello emergenza,,,,
325,325,ATS DI BERGAMO,030145,00,,CLINICA  CASTELLI - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/11/1933,,VIA MAZZINI 11,24128,016024,BERGAMO,035 283111,035 247792,info@clinicacastelli.it,www.clinicacastelli.it,Senza livello emergenza,,,,
325,325,ATS DI BERGAMO,030145,00,,CLINICA  CASTELLI - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/11/1933,,VIA MAZZINI 11,24128,016024,BERGAMO,035 283111,035 247792,info@clinicacastelli.it,www.clinicacastelli.it,Senza livello emergenza,,,,
325,325,ATS DI BERGAMO,030145,00,,CLINICA  CASTELLI - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/11/1933,,VIA MAZZINI 11,24128,016024,BERGAMO,035 283111,035 247792,info@clinicacastelli.it,www.clinicacastelli.it,Senza livello emergenza,,,,
325,325,ATS DI BERGAMO,030145,00,,CLINICA  CASTELLI - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/11/1933,,VIA MAZZINI 11,24128,016024,BERGAMO,035 283111,035 247792,info@clinicacastelli.it,www.clinicacastelli.it,Senza livello emergenza,,,,
325,325,ATS DI BERGAMO,030145,00,,CLINICA  CASTELLI - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/11/1933,,VIA MAZZINI 11,24128,016024,BERGAMO,035 283111,035 247792,info@clinicacastelli.it,www.clinicacastelli.it,Senza livello emergenza,,,,
325,325,ATS DI BERGAMO,030145,00,,CLINICA  CASTELLI - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/11/1933,,VIA MAZZINI 11,24128,016024,BERGAMO,035 283111,035 247792,info@clinicacastelli.it,www.clinicacastelli.it,Senza livello emergenza,,,,
325,325,ATS DI BERGAMO,030145,00,,CLINICA  CASTELLI - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/11/1933,,VIA MAZZINI 11,24128,016024,BERGAMO,035 283111,035 247792,info@clinicacastelli.it,www.clinicacastelli.it,Senza livello emergenza,,,,
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
325,718,ASST PAPA GIOVANNI XXIII,030905,00,4 - EAS,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995,,"PIAZZA OMS, 1",24127,016024,BERGAMO,035267111,0352674100,protocollo@asst-pg23.it,www.asst-pg23.it,EAS-PS,X,X,,2-EAS
326,722,ASST DELLA FRANCIACORTA,030722,00,,ASST DELLA FRANCIACORTA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE MAZZINI N. 4,25032,017052,CHIARI,0307102,,,,Senza livello emergenza,,,,
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
327,726,ASST DI CREMA,030726,00,,ASST DI CREMA,0,AZIENDA OSPEDALIERA,01/01/2016,,LARGO UGO DOSSENA N. 2,26013,019035,CREMA,03732801,,,,Senza livello emergenza,,,,
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
324,717,ASST DI VIMERCATE,030078,00,3 - DEA,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,"VIA SANTI COSMA E DAMIANO, 10",20871,108050,VIMERCATE,039 66541,0396654568,direttore.generale@asst-vimercate.it,www.asst-vimercate.it,DEA-PS,X,X,,1-DEA
